許可證字號,藥廠,顯示名稱,分類標籤,濃縮倍數,濃縮生藥組成,原粉生藥組成,賦形劑組成,解析狀態,人工校正提示,原始處方(供對照用)
衛署藥製字第055199號,優之堡,托裏消毒飲濃縮錠(優之堡),濃縮錠劑,5,人參:0.075|川芎:0.075|白芍:0.075|黃耆:0.075|當歸:0.075|白朮:0.075|金銀花:0.075|茯苓:0.075|白芷:0.0375|甘草:0.0375|皂角刺:0.0375|桔梗:0.0375,,澱粉:0.145|硬脂酸鎂:0.005,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有：
 
 人參 (75.0 mg)
 
 川芎 (75.0 mg)
 
 白芍 (75.0 mg)
 
 黃耆 (75.0 mg)
 
 當歸 (75.0 mg)
 
 白朮 (75.0 mg)
 
 金銀花 (75.0 mg)
 
 茯苓 (75.0 mg)
 
 白芷 (37.5 mg)
 
 甘草 (37.5 mg)
 
 皂角刺 (37.5 mg)
 
 桔梗 (37.5 mg)
 
 以上生藥製成浸膏150mg(生藥與浸膏比例750：150＝5：1) ( )
 
 澱粉 (145.0 mg)
 
 硬脂酸鎂 (5.0 mg)"
衛署藥製字第055200號,三才堂,羌活勝濕湯濃縮細粒(三才堂),濃縮顆粒劑,5.88,羌活:7|獨活:7|藁本:3.5|防風:3.5|炙甘草:3.5|川芎:3.5|蔓荊子:2,,澱粉:5.1,✅ 解析成功,無需校正。,"處方:每10.2公克中含有：
 
 羌活 (7.0 g)
 
 獨活 (7.0 g)
 
 藁本 (3.5 g)
 
 防風 (3.5 g)
 
 炙甘草 (3.5 g)
 
 川芎 (3.5 g)
 
 蔓荊子 (2.0 g)
 
 以上生藥製成浸膏5.1g(生藥與浸膏比例30：5.1＝5.88：1) ( )
 
 澱粉 (5.1 g)"
衛署藥製字第055201號,天一,地膚子濃縮顆粒(天一),濃縮顆粒劑,8,地膚子:4,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 地膚子 (4.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例4：0.5＝8：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055202號,德山,越婢湯濃縮細粒(德山),濃縮顆粒劑,9.67,麻黃:6.3|石膏:8.4|生薑:3.2|甘草:2.1|大棗:3.2,,澱粉:4.8,✅ 解析成功,無需校正。,"處方:每7.2公克中含有：
 
 麻黃 (6.3 g)
 
 石膏 (8.4 g)
 
 生薑 (3.2 g)
 
 甘草 (2.1 g)
 
 大棗 (3.2 g)
 
 以上生藥製成浸膏2.4g(生藥與浸膏比例23.2：2.4＝9.67：1) ( )
 
 澱粉 (4.8 g)"
衛署藥製字第055203號,東陽,山藥濃縮細粒(東陽),濃縮顆粒劑,14.3,山藥:4,,澱粉:0.72,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 山藥 (4.0 g)
 
 以上生藥製成浸膏0.28g(生藥與浸膏比例4.0：0.28＝14.3：1) ( )
 
 澱粉 (0.72 g)"
衛署藥製字第055204號,天一,鈎藤濃縮顆粒(天一),濃縮顆粒劑,6.8,鈎藤:3.4,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 鈎藤 (3.4 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3.4：0.5＝6.8：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055205號,莊松榮,毛冬青濃縮細粒(莊松榮),濃縮顆粒劑,16,毛冬青:4,,結晶性纖維素:0.37|澱粉:0.38,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 毛冬青 (4.0 g)
 
 以上生藥製成浸膏0.25g(生藥與浸膏比例4：0.25＝16：1) ( )
 
 結晶性纖維素 (0.37 g)
 
 澱粉 (0.38 g)"
衛署藥製字第055206號,莊松榮,白茅根濃縮細粒(莊松榮),濃縮顆粒劑,5.71,白茅根:2.4,,結晶性纖維素:0.38|澱粉:0.2,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 白茅根 (2.4 g)
 
 以上生藥製成浸膏0.42g(生藥與浸膏比例2.4：0.42＝5.71：1) ( )
 
 結晶性纖維素 (0.38 g)
 
 澱粉 (0.2 g)"
衛署藥製字第055207號,莊松榮,貫眾濃縮細粒(莊松榮),濃縮顆粒劑,8.25,貫眾:3.3,,結晶性纖維素:0.3|澱粉:0.3,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 貫眾 (3.3 g)
 
 以上生藥製成浸膏0.4g(生藥與浸膏比例3.3：0.4＝8.25：1) ( )
 
 結晶性纖維素 (0.3 g)
 
 澱粉 (0.3 g)"
衛署藥製字第055208號,莊松榮,當歸尾濃縮細粒(莊松榮),濃縮顆粒劑,1.92,當歸尾:1,,澱粉:0.13|結晶性纖維素:0.35,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 當歸尾 (1.0 g)
 
 以上生藥製成浸膏0.52g(生藥與浸膏比例1：0.52＝1.92：1) ( )
 
 澱粉 (0.13 g)
 
 結晶性纖維素 (0.35 g)"
衛署藥製字第055209號,勸奉堂,甘露飲濃縮細粒(勸奉堂),濃縮顆粒劑,2.5,熟地黃:2.5|麥門冬:2.5|枳殼:2.5|炙甘草:2.5|茵陳蒿:2.5|枇杷葉:2.5|石斛:2.5|黃芩:2.5|生地黃:2.5|天門冬:2.5,,澱粉:10,✅ 解析成功,無需校正。,"處方:每20公克中含有：
 
 熟地黃 (2.5 g)
 
 麥門冬 (2.5 g)
 
 枳殼 (2.5 g)
 
 炙甘草 (2.5 g)
 
 茵陳蒿 (2.5 g)
 
 枇杷葉 (2.5 g)
 
 石斛 (2.5 g)
 
 黃芩 (2.5 g)
 
 生地黃 (2.5 g)
 
 天門冬 (2.5 g)
 
 以上生藥製成浸膏10 g(生藥與浸膏比例25 : 10 = 2.5 : 1) ( )
 
 澱粉 (10 g)"
衛署藥製字第055210號,科達,檳榔濃縮細粒(科達),濃縮顆粒劑,11.4,檳榔:4,,澱粉:0.64|羧甲基纖維素鈉:0.01,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 檳榔 (4.00 g)
 
 以上生藥製成浸膏0.35g(生藥與浸膏比例4.00：0.35＝11.4：1) ( )
 
 澱粉 (0.64 g)
 
 羧甲基纖維素鈉 (0.01 g)"
衛署藥製字第055211號,天一,大葉千斤拔濃縮顆粒(天一),濃縮顆粒劑,12,大葉千斤拔:6,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 大葉千斤拔 (6 g)
 
 以上生藥製成浸膏0.5 g（生藥與浸膏比例6 ： 0.5 ＝12 ： 1） ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055212號,莊松榮,蒺藜濃縮細粒(莊松榮),濃縮顆粒劑,10,蒺藜(刺):3,,結晶性纖維素:0.35|澱粉:0.35,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 蒺藜(刺) (3.0 g)
 
 以上生藥製成浸膏0.3g(生藥與浸膏比例3：0.3＝10：1) ( )
 
 結晶性纖維素 (0.35 g)
 
 澱粉 (0.35 g)"
衛署藥製字第055213號,勸奉堂,辛夷清肺湯濃縮細粒(勸奉堂),濃縮顆粒劑,3.86,辛夷:2|黃芩:3|山梔子:3|麥門冬:3|百合:3|石膏:3|知母:3|甘草:1.5|枇杷葉:3|升麻:1,,澱粉:6.6,✅ 解析成功,無需校正。,"處方:每13.2公克中含有：
 
 辛夷 (2 g)
 
 黃芩 (3 g)
 
 山梔子 (3 g)
 
 麥門冬 (3 g)
 
 百合 (3 g)
 
 石膏 (3 g)
 
 知母 (3 g)
 
 甘草 (1.5 g)
 
 枇杷葉 (3 g)
 
 升麻 (1 g)
 
 以上生藥製成浸膏6.6g(生藥與浸膏比例25.5：6.6＝3.86：1) ( )
 
 澱粉 (6.6 g)"
衛署藥製字第055214號,順然,桃仁承氣湯濃縮細粒(順然),濃縮顆粒劑,5,桃仁:5|桂枝:5|大黃:10|芒硝:5|炙甘草:5,,澱粉:6,✅ 解析成功,無需校正。,"處方:每12公克中含有：
 
 桃仁 (5 g)
 
 桂枝 (5 g)
 
 大黃 (10 g)
 
 芒硝 (5 g)
 
 炙甘草 (5 g)
 
 以上生藥製成浸膏6g(生藥與浸膏比例30：6＝5：1) ( )
 
 澱粉 (6 g)"
衛署藥製字第055215號,天一,小茴香濃縮顆粒(天一),濃縮顆粒劑,7,小茴香:3.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 小茴香 (3.5 g)
 
 以上生藥製成浸膏 0.5 g(生藥與浸膏比例 3.5 : 0.5 = 7 : 1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055216號,三才堂,當歸四逆湯濃縮細粒(三才堂),濃縮顆粒劑,6.2,當歸:4.5|桂枝:4.5|白芍:4.5|細辛:4.5|大棗:6|炙甘草:3|木通:3,,澱粉:4.84,✅ 解析成功,無需校正。,"處方:每9.68公克中含有：
 
 當歸 (4.5 g)
 
 桂枝 (4.5 g)
 
 白芍 (4.5 g)
 
 細辛 (4.5 g)
 
 大棗 (6.0 g)
 
 炙甘草 (3.0 g)
 
 木通 (3.0 g)
 
 以上生藥製成浸膏4.84 g(生藥與浸膏比例 30 : 4.84 = 6.2 : 1) ( )
 
 澱粉 (4.84 g)"
衛署藥製字第055218號,天明,火麻仁濃縮細粒(天明),濃縮顆粒劑,23.33,火麻仁:7,,,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 火麻仁 (7.0 g)
 
 以上生藥製成浸膏0.3g(以上生藥與浸膏比例7：0.3＝23.33：1) ( )
 
 澱粉 (0.56 g)
 
 乳糖 (0.14 g)"
衛署藥製字第055219號,天一,川烏濃縮顆粒(天一),濃縮顆粒劑,6,川烏:3,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 川烏 (3.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3：0.5＝6：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055221號,莊松榮,萆薢濃縮細粒(莊松榮),濃縮顆粒劑,7.67,萆薢:2.3,,結晶性纖維素:0.56|澱粉:0.14,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 萆薢 (2.30 g)
 
 以上生藥製成浸膏0.3g(生藥與浸膏比例2.3：0.3＝7.67：1) ( )
 
 結晶性纖維素 (0.56 g)
 
 澱粉 (0.14 g)"
衛署藥製字第055304號,東陽,槲寄生散(東陽),散劑,1,,槲寄生:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 槲寄生 ( )"
衛署藥製字第055308號,港香蘭,牽牛子(炒)散(港香蘭),散劑,1,,牽牛子:1.0|炒:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 牽牛子(炒) ( )"
衛署藥製字第055310號,莊松榮,仙茅散(莊松榮),散劑,1,,仙茅:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 仙茅 ( )"
衛署藥製字第055320號,港香蘭,焦山楂散(港香蘭),散劑,1,,焦山楂:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 焦山楂 ( )"
衛署藥製字第055332號,莊松榮,玉米鬚散(莊松榮),散劑,1,,玉米鬚:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 玉米鬚 ( )"
衛署藥製字第055333號,勝昌,重樓散(勝昌),散劑,1,,重樓:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 重樓 ( )"
衛署藥製字第055352號,仙豐,絡石藤散(仙豐),散劑,1,,絡石藤:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 絡石藤 ( )"
衛署藥製字第055353號,生春,半夏(製)散(生春),散劑,1,,半夏:1.0|製:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 半夏（製） ( )"
衛署藥製字第055355號,明通,玉米鬚散(明通),散劑,1,,玉米鬚:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 玉米鬚 ( )"
衛署藥製字第055356號,萬國,製半夏散(萬國),散劑,1,,製半夏:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 製半夏 ( )"
衛署藥製字第055357號,恆發,白果散(恆發),散劑,1,,白果:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 白果 ( )"
衛署藥製字第055358號,東陽,川烏(製)散(東陽),散劑,1,,川烏:1.0|製:1.0,,✅ 成功(純原粉散劑),官方省略重量標示，系統智能提取純原粉，倍數設為 1.0。,"處方:
 
 川烏(製) ( )"
衛署藥製字第055359號,國科,益母草濃縮細粒(國科),濃縮顆粒劑,9,益母草:4.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 益母草 (4.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例4.5：0.5＝9：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055360號,國科,桑白皮濃縮細粒(國科),濃縮顆粒劑,10,桑白皮:5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 桑白皮 (5 g)
 
 以上生藥製成浸膏0.5 g(生藥與浸膏比例5 : 0.5 = 10 : 1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055361號,國科,栝樓仁濃縮細粒(國科),濃縮顆粒劑,16,栝樓仁:8,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 栝樓仁 (8.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例8：0.5＝16：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055362號,天明,皂角刺濃縮細粒(天明),濃縮顆粒劑,11.11,皂角刺:5,,澱粉:0.4|乳糖:0.15,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 皂角刺 (5.0 g)
 
 以上生藥製成浸膏0.45g(生藥與浸膏比例5.0：0.45＝11.11：1) ( )
 
 澱粉 (0.4 g)
 
 乳糖 (0.15 g)"
衛署藥製字第055363號,德山,附子理中湯濃縮細粒(德山),濃縮顆粒劑,4.63,人參:5|炮附子:5|炮乾薑:5|炙甘草:5|白朮:5,,澱粉:5.4,✅ 解析成功,無需校正。,"處方:每10.8公克中含有：
 
 人參 (5.0 g)
 
 炮附子 (5.0 g)
 
 炮乾薑 (5.0 g)
 
 炙甘草 (5.0 g)
 
 白朮 (5.0 g)
 
 以上生藥製成浸膏5.4g(生藥與浸膏比例25：5.4＝4.63：1) ( )
 
 澱粉 (5.4 g)"
衛署藥製字第055364號,勸奉堂,保和丸濃縮細粒(勸奉堂),濃縮顆粒劑,3.75,山楂:12|神麴:4|半夏:4|茯苓:4|陳皮:2|連翹:2|萊菔子:2,,澱粉:8,✅ 解析成功,無需校正。,"處方:每16公克中含有：
 
 山楂 (12 g)
 
 神麴 (4 g)
 
 半夏 (4 g)
 
 茯苓 (4 g)
 
 陳皮 (2 g)
 
 連翹 (2 g)
 
 萊菔子 (2 g)
 
 以上生藥製成浸膏8g(生藥與浸膏比例30：8＝3.75：1) ( )
 
 澱粉 (8 g)"
衛署藥製字第055365號,順天堂,導赤散濃縮顆粒(順天堂),濃縮顆粒劑,4.8,生地黃:6|甘草:6|木通:6|淡竹葉:6,,澱粉:2.1|纖維粉:3.4,✅ 解析成功,無需校正。,"處方:每10.5公克中含有：
 
 生地黃 (6.0 g)
 
 甘草 (6.0 g)
 
 木通 (6.0 g)
 
 淡竹葉 (6.0 g)
 
 以上生藥製成浸膏5g(生藥與浸膏比例24：5＝4.8：1) ( )
 
 澱粉 (2.1 g)
 
 纖維粉 (3.4 g)"
衛署藥製字第055366號,富田,麗托濃縮膠囊(麻黃(富田),濃縮膠囊劑,6,麻黃:1.2,,澱粉:0.3,✅ 解析成功,無需校正。,"處方:每膠囊(500mg)中含有：
 
 麻黃 (1.2 g)
 
 以上生藥製成浸膏200mg(生藥與浸膏比例1.2：0.2＝6：1) ( )
 
 澱粉 (300 mg)"
衛署藥製字第055367號,三才堂,五苓散濃縮細粒(三才堂),濃縮顆粒劑,8,豬苓:4.5|澤瀉:7.5|茯苓:4.5|桂枝:3|白朮:4.5,,澱粉:3,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 豬苓 (4.5 g)
 
 澤瀉 (7.5 g)
 
 茯苓 (4.5 g)
 
 桂枝 (3.0 g)
 
 白朮 (4.5 g)
 
 以上生藥製成浸膏3.0g(生藥與浸膏比例24：3＝8：1) ( )
 
 澱粉 (3.0 g)"
衛署藥製字第055368號,三才堂,杏蘇散濃縮細粒(三才堂),濃縮顆粒劑,6,紫蘇葉:3|半夏:3|茯苓:3|前胡:2|桔梗:2|枳殼:2|甘草:1|生薑:2|大棗:2|橘皮:1|杏仁:3,,澱粉:4,✅ 解析成功,無需校正。,"處方:每8公克中含有：
 
 紫蘇葉 (3 g)
 
 半夏 (3 g)
 
 茯苓 (3 g)
 
 前胡 (2 g)
 
 桔梗 (2 g)
 
 枳殼 (2 g)
 
 甘草 (1 g)
 
 生薑 (2 g)
 
 大棗 (2 g)
 
 橘皮 (1 g)
 
 杏仁 (3 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例24：4＝6：1) ( )
 
 澱粉 (4 g)"
衛署藥製字第055369號,三才堂,白虎湯濃縮細粒(三才堂),濃縮顆粒劑,7.11,知母:6|石膏:16|炙甘草:2|粳米:8,,澱粉:4.5,✅ 解析成功,無需校正。,"處方:每9公克中含有：
 
 知母 (6.0 g)
 
 石膏 (16.0 g)
 
 炙甘草 (2.0 g)
 
 粳米 (8.0 g)
 
 以上生藥製成浸膏4.5g(生藥與浸膏比例32：4.5＝7.11：1) ( )
 
 澱粉 (4.5 g)"
衛署藥製字第055370號,漢聖,刺五加濃縮細粒(漢聖),濃縮顆粒劑,19.3,刺五加:11,,澱粉:0.425|乳糖:0.005,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 刺五加 (11 g)
 
 以上生藥製成浸膏0.57g(生藥與浸膏比例11：0.57＝19.3：1) ( )
 
 澱粉 (0.425 g)
 
 乳糖 (0.005 g)"
衛署藥製字第055373號,三才堂,香薷飲濃縮細粒(三才堂),濃縮顆粒劑,8,香薷:12|白扁豆:6|厚朴:6,,澱粉:3,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 香薷 (12 g)
 
 白扁豆 (6 g)
 
 厚朴 (6 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例24：3＝8：1) ( )
 
 澱粉 (3 g)"
衛署藥製字第055374號,莊松榮,鱉甲濃縮細粒(莊松榮),濃縮顆粒劑,9.17,鱉甲:3.3,,結晶性纖維素:0.48|澱粉:0.16,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 鱉甲 (3.30 g)
 
 以上生藥製成浸膏0.36g(生藥與浸膏比例3.30：0.36＝9.17：1) ( )
 
 結晶性纖維素 (0.48 g)
 
 澱粉 (0.16 g)"
衛署藥製字第055375號,莊松榮,敗醬草濃縮細粒(莊松榮),濃縮顆粒劑,4.76,敗醬草:2,,澱粉:0.25|結晶性纖維素:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 敗醬草 (2.0 g)
 
 以上生藥製成浸膏0.42g(生藥與浸膏比例2：0.42＝4.76：1) ( )
 
 澱粉 (0.25 g)
 
 結晶性纖維素 (0.33 g)"
衛署藥製字第055376號,莊松榮,吳茱萸濃縮細粒(莊松榮),濃縮顆粒劑,6.05,吳茱萸:2.3,,結晶性纖維素:0.44|澱粉:0.18,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 吳茱萸 (2.3 g)
 
 以上生藥製成浸膏0.38g(生藥與浸膏比例2.3：0.38＝6.05：1) ( )
 
 結晶性纖維素 (0.44 g)
 
 澱粉 (0.18 g)"
衛署藥製字第055377號,莊松榮,大青葉濃縮細粒(莊松榮),濃縮顆粒劑,5.5,大青葉:2.2,,澱粉:0.25|結晶性纖維素:0.35,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 大青葉 (2.20 g)
 
 以上生藥製成浸膏0.4g(生藥與浸膏比例2.2：0.4＝5.5：1) ( )
 
 澱粉 (0.25 g)
 
 結晶性纖維素 (0.35 g)"
衛署藥製字第055378號,天一,槲寄生濃縮顆粒(天一),濃縮顆粒劑,6,槲寄生:3,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 槲寄生 (3.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3：0.5＝6：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055379號,天一,麻黃附子細辛湯濃縮顆粒(天一),濃縮顆粒劑,7,麻黃:8|細辛:8|炮附子:5,,澱粉:3,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 麻黃 (8 g)
 
 細辛 (8 g)
 
 炮附子 (5 g)
 
 以上生藥製成浸膏3.0g(生藥與浸膏比例21：3＝7：1) ( )
 
 澱粉 (3 g)"
衛署藥製字第055380號,天一,石斛濃縮顆粒(天一),濃縮顆粒劑,8,石斛:4,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 石斛 (4.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例4：0.5＝8：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055381號,天一,魚腥草濃縮顆粒(天一),濃縮顆粒劑,6,魚腥草:3,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 魚腥草 (3.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3：0.5＝6：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055382號,天一,仙鶴草濃縮顆粒(天一),濃縮顆粒劑,8,仙鶴草:4,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 仙鶴草 (4.0 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例4：0.5＝8：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055383號,天一,土茯苓濃縮顆粒(天一),濃縮顆粒劑,7.4,土茯苓:3.7,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 土茯苓 (3.7 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例3.7：0.5＝7.4：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055384號,天一,百部濃縮顆粒(天一),濃縮顆粒劑,3,百部:1.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 百部 (1.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例1.5：0.5＝3：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055385號,天一,木香濃縮顆粒(天一),濃縮顆粒劑,5,木香:2.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 木香 (2.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.5：0.5＝5：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055386號,國科,山楂濃縮細粒(國科),濃縮顆粒劑,5,山楂:2.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 山楂 (2.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.5：0.5＝5：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055387號,勸奉堂,普濟消毒飲濃縮細粒(勸奉堂),濃縮顆粒劑,3.52,黃芩:5|黃連:5|玄參:2|柴胡:2|桔梗:2|甘草:2|連翹:1|牛蒡子:1|板藍根:1|馬勃:1|白殭蠶:0.7|升麻:0.7|薄荷:1|陳皮:2,,澱粉:7.5,✅ 解析成功,無需校正。,"處方:每15公克中含有：
 
 黃芩 (5 g)
 
 黃連 (5 g)
 
 玄參 (2 g)
 
 柴胡 (2 g)
 
 桔梗 (2 g)
 
 甘草 (2 g)
 
 連翹 (1 g)
 
 牛蒡子 (1 g)
 
 板藍根 (1 g)
 
 馬勃 (1 g)
 
 白殭蠶 (0.7 g)
 
 升麻 (0.7 g)
 
 薄荷 (1 g)
 
 陳皮 (2 g)
 
 以上生藥製成浸膏7.5g(生藥與浸膏比例26.4：7.5＝3.52：1) ( )
 
 澱粉 (7.5 g)"
衛署藥製字第055388號,富田,立妍濃縮膠囊(防風通聖散(富田),濃縮膠囊劑,7.3,防風:0.0832|荊芥:0.0832|連翹:0.0832|麻黃:0.0832|薄荷:0.0832|川芎:0.0832|當歸:0.0832|白芍:0.0832|白朮:0.0832|山梔子:0.0832|大黃:0.0832|芒硝:0.0832|黃芩:0.1664|石膏:0.1664|桔梗:0.1664|甘草:0.3328|滑石:0.4992|生薑:0.1664|蔥白:0.1664,,澱粉:0.1355,✅ 解析成功,無需校正。,"處方:每膠囊(500mg)中含有：
 
 防風 (83.2 mg)
 
 荊芥 (83.2 mg)
 
 連翹 (83.2 mg)
 
 麻黃 (83.2 mg)
 
 薄荷 (83.2 mg)
 
 川芎 (83.2 mg)
 
 當歸 (83.2 mg)
 
 白芍 (83.2 mg)
 
 白朮 (83.2 mg)
 
 山梔子 (83.2 mg)
 
 大黃 (83.2 mg)
 
 芒硝 (83.2 mg)
 
 黃芩 (166.4 mg)
 
 石膏 (166.4 mg)
 
 桔梗 (166.4 mg)
 
 甘草 (332.8 mg)
 
 滑石 (499.2 mg)
 
 生薑 (166.4 mg)
 
 蔥白 (166.4 mg)
 
 以上生藥製成浸膏364.5 mg (生藥與浸膏比例2662.4 : 364.5 = 7.3 : 1 ) ( )
 
 澱粉 (135.5 mg)"
衛署藥製字第055389號,國科,川牛膝濃縮細粒(國科),濃縮顆粒劑,5.8,川牛膝:2.9,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 川牛膝 (2.9 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.9：0.5＝5.8：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055390號,港香蘭,石蓴濃縮細粒(港香蘭),濃縮顆粒劑,5,石蓴:2.5,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 石蓴 (2.5 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.5：0.5＝5：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055392號,天一,荊芥濃縮顆粒(天一),濃縮顆粒劑,4.8,荊芥:2.4,,澱粉:0.5,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 荊芥 (2.4 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例2.4：0.5＝4.8：1) ( )
 
 澱粉 (0.5 g)"
衛署藥製字第055393號,天明,栝樓實濃縮細粒(天明),濃縮顆粒劑,10.61,栝樓實:3.5,,澱粉:0.57|乳糖:0.1,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 栝樓實 (3.5 g)
 
 以上生藥製成浸膏0.33g(生藥與浸膏比例3.5:0.33=10.61:1) ( )
 
 澱粉 (0.57 g)
 
 乳糖 (0.1 g)"
衛署藥製字第055394號,天明,黃精濃縮細粒(天明),濃縮顆粒劑,3.26,黃精:1.4,,澱粉:0.39|乳糖:0.18,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 黃精 (1.4 g)
 
 以上生藥製成浸膏0.43g(生藥與浸膏比例1.4：0.43＝3.26：1) ( )
 
 澱粉 (0.39 g)
 
 乳糖 (0.18 g)"
